case_id,case_group,admission_rule_id,behavior,expected_result_or_error,observed_result_or_error,expected_reason,observed_reason,formal_call_count,oracle_call_count,candidate_access_status,predecessor_handler_identity_status,case_passed
PRED_EXACT7_A007_CONTEXT_BATCH,predecessor_exact7_truth,ADMIT_007,context_routing|ordered_context_failure,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_BATCH_CONTEXT_MUST_BE_NONE,ADMIT_007_BATCH_CONTEXT_MUST_BE_NONE,0,0,not_accessed,not_applicable,true
PRED_EXACT7_A007_CONTEXT_EVALUATION,predecessor_exact7_truth,ADMIT_007,context_routing|ordered_context_failure,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED,ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED,0,0,not_accessed,not_applicable,true
PRED_EXACT7_A007_CONTEXT_KEY,predecessor_exact7_truth,ADMIT_007,context_routing|ordered_context_failure,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_ALLOWED_COVALENT_EVIDENCE_CLASSES_REQUIRED,ADMIT_007_ALLOWED_COVALENT_EVIDENCE_CLASSES_REQUIRED,0,0,not_accessed,not_applicable,true
PRED_EXACT7_A007_CONTEXT_DOWNLOAD,predecessor_exact7_truth,ADMIT_007,context_routing|ordered_context_failure,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_DOWNLOAD_RESULT_CONTEXT_MUST_BE_NONE,ADMIT_007_DOWNLOAD_RESULT_CONTEXT_MUST_BE_NONE,0,0,not_accessed,not_applicable,true
PRED_EXACT7_A007_CONTEXT_STAGE,predecessor_exact7_truth,ADMIT_007,context_routing|ordered_context_failure,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_STAGE_AUTHORIZATION_CONTEXT_MUST_BE_NONE,ADMIT_007_STAGE_AUTHORIZATION_CONTEXT_MUST_BE_NONE,0,0,not_accessed,not_applicable,true
PRED_EXACT7_A007_CONTEXT_MULTI_PRECEDENCE,predecessor_exact7_truth,ADMIT_007,context_routing|ordered_context_failure,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_BATCH_CONTEXT_MUST_BE_NONE,ADMIT_007_BATCH_CONTEXT_MUST_BE_NONE,0,0,not_accessed,not_applicable,true
PRED_EXACT7_A007_CONTEXT_CANDIDATE_BOMB,predecessor_exact7_truth,ADMIT_007,context_routing|candidate_not_accessed,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_BATCH_CONTEXT_MUST_BE_NONE,ADMIT_007_BATCH_CONTEXT_MUST_BE_NONE,0,0,not_accessed,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_NON_MAPPING,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,invalid,invalid,ADMIT_007_CANDIDATE_RECORD_MAPPING_INVALID,ADMIT_007_CANDIDATE_RECORD_MAPPING_INVALID,0,0,envelope_checked,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_KEY_MISSING,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,invalid,invalid,covalent_event_evidence_missing,covalent_event_evidence_missing,0,0,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_NONE,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,invalid,invalid,covalent_event_evidence_missing,covalent_event_evidence_missing,0,0,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_EMPTY,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,invalid,invalid,covalent_event_evidence_missing,covalent_event_evidence_missing,0,0,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_EMPTY_SUBCLASS,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_WHITESPACE,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_MALFORMED,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_DISTANCE,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,blocked,blocked,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_MAPPING_SUBCLASS,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,passed,passed,,,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_EXTRA_FIELDS,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,passed,passed,,,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_NO_MUTATION,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,passed,passed,,,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_CANDIDATE_IDENTITY,predecessor_exact7_truth,ADMIT_007,candidate_envelope|candidate_projection_and_missing,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_001_canonical_structure_bond,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,passed,passed,,,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_002_canonical_curated_annotation,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,passed,passed,,,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_003_canonical_distance_only,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,blocked,blocked,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_004_type_none,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,covalent_event_evidence_missing,covalent_event_evidence_missing,0,0,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_005_type_int,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_006_type_bool,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_007_type_str_subclass,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_008_type_list,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_009_type_mapping,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_010_empty,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,covalent_event_evidence_missing,covalent_event_evidence_missing,0,0,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_011_whitespace_only,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_012_leading_whitespace,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_013_trailing_whitespace,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_014_uppercase,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_015_hyphen,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_016_dot,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_017_slash,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_018_non_ascii,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_NON_ASCII,COVALENT_EVENT_EVIDENCE_SOURCE_NON_ASCII,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_019_over_length,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_020_leading_digit,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_021_unknown_valid,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_022_unknown_explicit_looking,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_023_unknown_manual_review,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_024_unknown_other,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_025_unknown_unknown,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_026_context_exact_tuple,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,passed,passed,,,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_027_context_none,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_028_context_list,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_029_context_set,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_030_context_frozenset,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_031_context_wrong_order,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_032_context_missing_member,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_033_context_duplicate,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_034_context_distance_only,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_035_context_unknown,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_036_context_str_subclass,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_EXACT37_037_context_extra_member,predecessor_exact7_truth,ADMIT_007,standalone_semantics|runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
PRED_EXACT7_A007_SOURCE_WRONG_TYPE,predecessor_exact7_truth,ADMIT_007,source_fail_closed|source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,1,0,value_read_once,not_applicable,true
PRED_EXACT7_A007_SOURCE_SUBCLASS,predecessor_exact7_truth,ADMIT_007,source_fail_closed|source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,1,0,value_read_once,not_applicable,true
PRED_EXACT7_A007_SOURCE_MISSING_SHAPE,predecessor_exact7_truth,ADMIT_007,source_fail_closed|source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
PRED_EXACT7_A007_SOURCE_EXTRA_SHAPE,predecessor_exact7_truth,ADMIT_007,source_fail_closed|source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
