case_id,case_group,behavior,expected_dispatch_code,expected_reason,source_exact10_json,oracle_exact10_json,unified_exact13_json,formal_call_count,oracle_call_count,case_passed
STANDALONE_CASE_011_whitespace_only,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_012_leading_whitespace,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_013_trailing_whitespace,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_014_uppercase,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_015_hyphen,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_016_dot,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_017_slash,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_018_non_ascii,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_NON_ASCII,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_NON_ASCII"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_NON_ASCII"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_NON_ASCII"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_019_over_length,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_020_leading_digit,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_021_unknown_valid,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_022_unknown_explicit_looking,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_023_unknown_manual_review,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_024_unknown_other,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_025_unknown_unknown,standalone_exact37,exact10_to_exact13,,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_026_context_exact_tuple,standalone_exact37,exact10_to_exact13,,,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_027_context_none,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_028_context_list,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
