case_id,case_group,key_input_kind,key_input_display,batch_input_kind,batch_input_display,policy_input_kind,policy_input_display,expected_full_result,observed_full_result,committed_design_oracle_full_result,formal_expected_equality,formal_design_oracle_equality,case_passed
scalar_whitespace,scalar,str,str:' covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,tuple:(),str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}",true,true,true
scalar_canonical,scalar,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,tuple:(),str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
policy_none,policy,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,tuple:(),NoneType,NoneType:None,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}",true,true,true
policy_str_subclass,policy,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,tuple:(),_TruthStringSubclass,_TruthStringSubclass:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}",true,true,true
policy_wrong_value,policy,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,tuple:(),str,str:'covapie_duplicate_identity_key_contract_v2',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_VALUE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_VALUE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_CONTRACT_VALUE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract""],""evaluator_io_used"":false}",true,true,true
policy_exact_valid,policy,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,tuple:(),str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
batch_none,batch,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',NoneType,NoneType:None,str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
batch_list,batch,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',list,list:[],str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
batch_tuple_subclass,batch,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',_TruthTupleSubclass,_TruthTupleSubclass:(),str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
batch_non_str_member,batch,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,"tuple:(7,)",str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
batch_str_subclass_member,batch,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,"tuple:('covapie_dup_v1_sha256_ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff',)",str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_TYPE_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
batch_malformed_member,batch,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,"tuple:('bad',)",str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_MEMBER_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
batch_unsorted,batch,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,"tuple:('covapie_dup_v1_sha256_2222222222222222222222222222222222222222222222222222222222222222', 'covapie_dup_v1_sha256_0000000000000000000000000000000000000000000000000000000000000000')",str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_ORDER_OR_UNIQUENESS_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_ORDER_OR_UNIQUENESS_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_ORDER_OR_UNIQUENESS_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
batch_duplicate_members,batch,str,str:'covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111',tuple,"tuple:('covapie_dup_v1_sha256_ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff', 'covapie_dup_v1_sha256_ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff')",str,str:'covapie_duplicate_identity_key_contract_v1',"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_ORDER_OR_UNIQUENESS_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_ORDER_OR_UNIQUENESS_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""BATCH_DUPLICATE_IDENTITY_KEYS_ORDER_OR_UNIQUENESS_INVALID"",""canonical_duplicate_identity_key"":""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111"",""validated_candidate_fields"":[[""duplicate_identity_key"",""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""]],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[""duplicate_identity_key_contract"",""batch_duplicate_identity_keys""],""evaluator_io_used"":false}",true,true,true
