canonical_event_id,training_domain_relevance_status,human_review_required,source_dataset,source_record_id,evidence_field,evidence_value,evidence_used_for_machine_status,evidence_role,source_payload_sha256,event_source_payload_sha256s_json,binding_artifact_path,binding_artifact_sha256,source_annotation_is_production_authority,classification_rule
COVAPIE_CYS_SG_EVENT_V1:1BWC:A:CYS:58-:SG:D:AJ3:S5,COVALENT_SMALL_MOLECULE_TASK_RELEVANCE_SUPPORTED,true,SOURCE_COVBINDERINPDB,CBR001748,source_annotations.covalent_event,curated residue-binder reaction record,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""6d05249c83ad24589fd4280c2a8e5665d839cf8ee6c33b5ea0949b40fbe04220"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a"",""f4944f50d75717fa8b52967906890a91a67a91d3c4cb1e8f3e7295e7f7b80441""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_IN_EXACT_SUPPORTING_VOCABULARY
COVAPIE_CYS_SG_EVENT_V1:1BWC:A:CYS:58-:SG:D:AJ3:S5,COVALENT_SMALL_MOLECULE_TASK_RELEVANCE_SUPPORTED,true,SOURCE_COVBINDERINPDB,CBR001748,source_annotations.reaction,inhibitor,true,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""6d05249c83ad24589fd4280c2a8e5665d839cf8ee6c33b5ea0949b40fbe04220"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a"",""f4944f50d75717fa8b52967906890a91a67a91d3c4cb1e8f3e7295e7f7b80441""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_IN_EXACT_SUPPORTING_VOCABULARY
COVAPIE_CYS_SG_EVENT_V1:1BWC:A:CYS:58-:SG:D:AJ3:S5,COVALENT_SMALL_MOLECULE_TASK_RELEVANCE_SUPPORTED,true,SOURCE_COVBINDERINPDB,CBR001748,source_annotations.warhead,Disulfide,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""6d05249c83ad24589fd4280c2a8e5665d839cf8ee6c33b5ea0949b40fbe04220"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a"",""f4944f50d75717fa8b52967906890a91a67a91d3c4cb1e8f3e7295e7f7b80441""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_IN_EXACT_SUPPORTING_VOCABULARY
COVAPIE_CYS_SG_EVENT_V1:1BWC:A:CYS:58-:SG:D:AJ3:S5,COVALENT_SMALL_MOLECULE_TASK_RELEVANCE_SUPPORTED,true,SOURCE_COVPDB,CovPDB_complexes/1bwc/1bwc.pdb#LINK00484,source_annotations.covalent_event,explicit PDB LINK CYS-SG to ligand endpoint,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,6d05249c83ad24589fd4280c2a8e5665d839cf8ee6c33b5ea0949b40fbe04220,"[""6d05249c83ad24589fd4280c2a8e5665d839cf8ee6c33b5ea0949b40fbe04220"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a"",""f4944f50d75717fa8b52967906890a91a67a91d3c4cb1e8f3e7295e7f7b80441""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_IN_EXACT_SUPPORTING_VOCABULARY
COVAPIE_CYS_SG_EVENT_V1:1BWC:A:CYS:58-:SG:D:AJ3:S5,COVALENT_SMALL_MOLECULE_TASK_RELEVANCE_SUPPORTED,true,SOURCE_RCSB_PDB_DIRECT,1BWC:covale1,source_annotations.covalent_event,covalent bond,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,,"[""6d05249c83ad24589fd4280c2a8e5665d839cf8ee6c33b5ea0949b40fbe04220"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a"",""f4944f50d75717fa8b52967906890a91a67a91d3c4cb1e8f3e7295e7f7b80441""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_IN_EXACT_SUPPORTING_VOCABULARY
COVAPIE_CYS_SG_EVENT_V1:1CR5:A:CYS:146-:SG:E:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000955,source_annotations.covalent_event,curated residue-binder reaction record,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:A:CYS:146-:SG:E:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000955,source_annotations.reaction,modifier,true,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:A:CYS:146-:SG:E:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000955,source_annotations.warhead,Acrylamide,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:A:CYS:146-:SG:E:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_RCSB_PDB_DIRECT,1CR5:covale2,source_annotations.covalent_event,covalent bond,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:A:CYS:34-:SG:D:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000954,source_annotations.covalent_event,curated residue-binder reaction record,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:A:CYS:34-:SG:D:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000954,source_annotations.reaction,modifier,true,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:A:CYS:34-:SG:D:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000954,source_annotations.warhead,Acrylamide,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:A:CYS:34-:SG:D:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_RCSB_PDB_DIRECT,1CR5:covale1,source_annotations.covalent_event,covalent bond,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:B:CYS:146-:SG:G:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000957,source_annotations.covalent_event,curated residue-binder reaction record,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:B:CYS:146-:SG:G:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000957,source_annotations.reaction,modifier,true,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:B:CYS:146-:SG:G:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000957,source_annotations.warhead,Acrylamide,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:B:CYS:146-:SG:G:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_RCSB_PDB_DIRECT,1CR5:covale4,source_annotations.covalent_event,covalent bond,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:B:CYS:34-:SG:F:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000956,source_annotations.covalent_event,curated residue-binder reaction record,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:B:CYS:34-:SG:F:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000956,source_annotations.reaction,modifier,true,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
COVAPIE_CYS_SG_EVENT_V1:1CR5:B:CYS:34-:SG:F:NEN:C1,TASK_RELEVANCE_HUMAN_REVIEW_REQUIRED,true,SOURCE_COVBINDERINPDB,CBR000956,source_annotations.warhead,Acrylamide,false,SUPPORTING_TRIAGE_EVIDENCE_ONLY,c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a,"[""529ad6303fb044ae85e2c5dc37845c722f2a65715a19a504426f3c03a44e2aaf"",""c039f9d5010a5957f696533402948cbc010dccba13f62bfe0f38d1365332553a""]",data/derived/covalent_small/covapie_bulk_cys_sg_dataset_expansion_v1/bulk_pilot_v1/cross_source_canonical_event_manifest_v1.json,d3f35987af92fca669b85d62a86914c7a01bf35d867c4a779e7fc08e76445dae,false,SPECIALIST_REACTION_FIELD_NOT_MACHINE_DISPOSITIVE; HUMAN REVIEW REQUIRED
